node_id,eventId,zoneId,hallId,hallName,bucket_ts,occupancyRatio,inflowCount,outflowCount,flowCongestionIndex,isEvent,isOvercrowded,isQueue,crowdComfortPenalty,comfortIndex,density_score,hour,day_of_week,is_weekend,engagement_truth
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 13:30:00+00:00,1.0,234.0,0.0,1.0,1,1,1,40.0,44.1,0.35,13,3,0,0.33271748744945717
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 13:45:00+00:00,0.893,0.0,48.0,0.625,1,1,0,35.7,70.0,0.35,13,3,0,0.43906315754397746
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 14:00:00+00:00,0.924,14.0,0.0,0.731,1,1,1,37.0,48.7,0.35,14,3,0,0.11330885018275773
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 14:15:00+00:00,0.893,0.0,14.0,0.625,1,1,0,35.7,69.8,0.35,14,3,0,0.4384723152917718
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 14:30:00+00:00,1.0,48.0,0.0,0.988,1,1,1,40.0,66.5,0.35,14,3,0,0.2271432330469213
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 14:45:00+00:00,1.0,0.0,0.0,0.7,1,1,0,40.0,50.6,0.35,14,3,0,0.2569162739085692
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 15:00:00+00:00,0.48,0.0,234.0,0.336,1,0,0,19.2,58.2,0.45,15,3,0,0.30608868757895763
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 15:15:00+00:00,1.0,234.0,0.0,1.0,1,1,1,40.0,54.4,0.35,15,3,0,0.27683849235623414
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 15:30:00+00:00,0.967,0.0,15.0,0.677,1,1,0,38.7,61.6,0.35,15,3,0,0.4081249642354018
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 15:45:00+00:00,0.822,0.0,65.0,0.575,1,1,0,32.9,44.9,0.75,15,3,0,0.2372625024262915
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 16:00:00+00:00,0.967,65.0,0.0,0.977,1,1,1,38.7,57.1,0.35,16,3,0,0.30226331715500504
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 16:15:00+00:00,1.0,15.0,0.0,0.79,1,1,1,40.0,53.3,0.35,16,3,0,0.07488698675347155
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 16:30:00+00:00,0.822,0.0,80.0,0.575,1,1,0,32.9,56.8,0.75,16,3,0,0.203506048258247
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 16:45:00+00:00,0.707,0.0,52.0,0.495,1,0,0,28.3,45.8,0.75,16,3,0,0.413034470572256
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 17:00:00+00:00,1.0,132.0,0.0,1.0,1,1,1,40.0,64.0,0.35,17,3,0,0.446680857311557
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 17:15:00+00:00,0.54,0.0,207.0,0.378,1,0,0,21.6,61.3,0.45,17,3,0,0.4842749919062421
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 17:30:00+00:00,1.0,207.0,0.0,1.0,1,1,1,40.0,58.5,0.35,17,3,0,0.30100496341467686
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-25 17:45:00+00:00,0.48,0.0,234.0,0.336,1,0,0,19.2,73.8,0.45,17,3,0,0.5631689364318394
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 11:00:00+00:00,0.556,241.0,0.0,0.689,1,0,0,22.2,50.6,0.45,11,4,0,0.522354272261956
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 11:15:00+00:00,1.0,200.0,0.0,1.0,1,1,1,40.0,47.3,0.35,11,4,0,0.5339224541570237
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 11:30:00+00:00,0.547,0.0,204.0,0.383,1,0,0,21.9,51.5,0.45,11,4,0,0.4418371348927779
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 11:45:00+00:00,0.967,189.0,0.0,0.977,1,1,1,38.7,49.5,0.35,11,4,0,0.20328915881575646
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 12:00:00+00:00,0.46,0.0,228.0,0.322,1,0,0,18.4,57.1,0.45,12,4,0,0.3612803110243655
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 12:15:00+00:00,0.54,36.0,0.0,0.594,1,0,0,21.6,49.9,0.45,12,4,0,0.3978709034752158
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 12:30:00+00:00,0.589,22.0,0.0,0.544,1,0,0,23.6,46.8,0.45,12,4,0,0.5822197585426432
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 12:45:00+00:00,1.0,185.0,0.0,1.0,1,1,1,40.0,57.3,0.35,12,4,0,0.3781842574298251
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 13:00:00+00:00,0.658,0.0,154.0,0.461,1,0,0,26.3,59.1,0.75,13,4,0,0.48949178990221315
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 13:15:00+00:00,0.589,0.0,31.0,0.412,1,0,0,23.6,46.8,0.45,13,4,0,0.5682519230567699
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 13:30:00+00:00,0.589,0.0,0.0,0.412,1,0,0,23.6,46.8,0.45,13,4,0,0.7699392566095317
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 13:45:00+00:00,0.538,0.0,23.0,0.377,1,0,0,21.5,57.1,0.45,13,4,0,0.7193510434242828
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 14:00:00+00:00,0.642,47.0,0.0,0.731,1,0,0,25.7,54.3,0.75,14,4,0,0.7019092819240196
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 14:15:00+00:00,0.896,114.0,0.0,0.927,1,1,1,35.8,53.9,0.35,14,4,0,0.5332641739846764
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 14:30:00+00:00,0.589,0.0,138.0,0.412,1,0,0,23.6,46.8,0.45,14,4,0,0.5208705083276376
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 14:45:00+00:00,0.556,0.0,15.0,0.389,1,0,0,22.2,47.7,0.45,14,4,0,0.4740372408979278
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 15:00:00+00:00,0.991,196.0,0.0,0.994,1,1,1,39.6,44.7,0.35,15,4,0,0.4617726991250415
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 15:15:00+00:00,0.48,0.0,230.0,0.336,1,0,0,19.2,67.8,0.45,15,4,0,0.46575665121011095
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 15:30:00+00:00,0.942,208.0,0.0,0.959,1,1,1,37.7,66.3,0.35,15,4,0,0.30492579389650926
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 15:45:00+00:00,1.0,26.0,0.0,0.856,1,1,1,40.0,44.8,0.35,15,4,0,0.2479764025979424
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 16:00:00+00:00,0.753,0.0,111.0,0.527,1,0,0,30.1,48.5,0.75,16,4,0,0.23034027664031978
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 16:15:00+00:00,0.533,0.0,99.0,0.373,1,0,0,21.3,57.4,0.45,16,4,0,0.41214210726807216
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 16:30:00+00:00,0.46,0.0,33.0,0.322,1,0,0,18.4,57.0,0.45,16,4,0,0.6672099526035996
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 16:45:00+00:00,0.547,39.0,0.0,0.617,1,0,0,21.9,53.8,0.45,16,4,0,0.6587933591739759
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 17:00:00+00:00,0.967,189.0,0.0,0.977,1,1,1,38.7,62.2,0.35,17,4,0,0.5481691777072846
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 17:15:00+00:00,0.707,0.0,117.0,0.495,1,0,0,28.3,52.2,0.75,17,4,0,0.6239384006173159
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 17:30:00+00:00,0.942,106.0,0.0,0.959,1,1,1,37.7,71.0,0.35,17,4,0,0.4259928940588003
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-26 17:45:00+00:00,0.556,0.0,174.0,0.389,1,0,0,22.2,51.5,0.45,17,4,0,0.5402961809489265
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 11:00:00+00:00,0.967,410.0,0.0,0.977,1,1,1,38.7,51.7,0.35,11,5,1,0.19834697683069
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 11:15:00+00:00,0.538,0.0,193.0,0.377,1,0,0,21.5,56.9,0.45,11,5,1,0.4252127882438739
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 11:30:00+00:00,0.991,204.0,0.0,0.994,1,1,1,39.6,46.5,0.35,11,5,1,0.12244548793185794
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 11:45:00+00:00,0.924,0.0,30.0,0.647,1,1,0,37.0,44.1,0.35,11,5,1,0.19199704683386598
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 12:00:00+00:00,0.46,0.0,209.0,0.322,1,0,0,18.4,54.8,0.45,12,5,1,0.17345606646793948
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 12:15:00+00:00,0.54,36.0,0.0,0.594,1,0,0,21.6,68.4,0.45,12,5,1,0.5294554035886101
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 12:30:00+00:00,0.822,127.0,0.0,0.875,1,1,1,32.9,44.9,0.75,12,5,1,0.6400439857869511
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 12:45:00+00:00,0.642,0.0,81.0,0.449,1,0,0,25.7,54.9,0.75,12,5,1,0.6683309873457731
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 13:00:00+00:00,0.967,146.0,0.0,0.977,1,1,1,38.7,50.8,0.35,13,5,1,0.46861782373271715
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 13:15:00+00:00,0.967,0.0,0.0,0.677,1,1,0,38.7,46.8,0.35,13,5,1,0.4248572074487705
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 13:30:00+00:00,0.896,0.0,32.0,0.627,1,1,0,35.8,57.1,0.35,13,5,1,0.33931947195097273
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 13:45:00+00:00,0.84,0.0,25.0,0.588,1,1,0,33.6,54.0,0.75,13,5,1,0.5374808862805522
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 14:00:00+00:00,0.753,0.0,39.0,0.527,1,0,0,30.1,50.3,0.75,14,5,1,0.6921400219818369
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 14:15:00+00:00,0.924,77.0,0.0,0.947,1,1,1,37.0,48.9,0.35,14,5,1,0.6055945474010092
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 14:30:00+00:00,0.967,19.0,0.0,0.791,1,1,1,38.7,60.8,0.35,14,5,1,0.39444491948508115
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 14:45:00+00:00,0.967,0.0,0.0,0.677,1,1,0,38.7,60.0,0.35,14,5,1,0.22813768479603103
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 15:00:00+00:00,0.753,0.0,96.0,0.527,1,0,0,30.1,53.6,0.75,15,5,1,0.4470527962883579
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 15:15:00+00:00,0.942,85.0,0.0,0.959,1,1,1,37.7,70.6,0.35,15,5,1,0.4903387727864704
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 15:30:00+00:00,0.531,0.0,185.0,0.372,1,0,0,21.2,51.7,0.45,15,5,1,0.6138449238996107
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 15:45:00+00:00,0.589,26.0,0.0,0.568,1,0,0,23.6,46.8,0.45,15,5,1,0.589239242965734
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 16:00:00+00:00,0.84,113.0,0.0,0.888,1,1,1,33.6,53.5,0.75,16,5,1,0.6173404885129641
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 16:15:00+00:00,0.658,0.0,82.0,0.461,1,0,0,26.3,71.2,0.75,16,5,1,0.6866923134414341
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 16:30:00+00:00,0.54,0.0,53.0,0.378,1,0,0,21.6,61.9,0.45,16,5,1,0.7270927404168638
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 16:45:00+00:00,0.642,46.0,0.0,0.725,1,0,0,25.7,56.3,0.75,16,5,1,0.8752769262146144
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 17:00:00+00:00,0.547,0.0,43.0,0.383,1,0,0,21.9,49.9,0.45,17,5,1,0.7813135929379216
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 17:15:00+00:00,0.762,97.0,0.0,0.833,1,0,0,30.5,64.8,0.75,17,5,1,0.7911366082099602
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 17:30:00+00:00,1.0,107.0,0.0,1.0,1,1,1,40.0,46.0,0.35,17,5,1,0.5031277136762476
EVT001_HZA01_zoneA,EVT001,zoneA,HZA01,SouthHall1,2025-12-27 17:45:00+00:00,0.924,0.0,34.0,0.647,1,1,0,37.0,44.3,0.35,17,5,1,0.3636053306518774
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 11:00:00+00:00,0.735,287.0,0.0,0.814,1,0,0,29.4,67.8,0.75,11,3,0,0.9692370856756606
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 11:15:00+00:00,1.0,106.0,0.0,1.0,1,1,1,40.0,62.9,0.35,11,3,0,0.541872163021527
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 11:30:00+00:00,0.66,0.0,136.0,0.462,1,0,0,26.4,49.5,0.75,11,3,0,0.6133981423979192
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 11:45:00+00:00,0.735,30.0,0.0,0.694,1,0,0,29.4,66.3,0.75,11,3,0,0.5814733089881987
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 12:00:00+00:00,0.638,0.0,39.0,0.447,1,0,0,25.5,52.1,0.75,12,3,0,0.7682315202786311
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 12:15:00+00:00,0.5,0.0,55.0,0.35,1,0,0,20.0,57.9,0.45,12,3,0,0.7189867792802418
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 12:30:00+00:00,1.0,200.0,0.0,1.0,1,1,1,40.0,58.4,0.35,12,3,0,0.5044027647433349
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 12:45:00+00:00,0.288,0.0,285.0,0.202,1,0,0,11.5,58.4,0.45,12,3,0,0.5019207586766348
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 13:00:00+00:00,0.908,248.0,0.0,0.936,1,1,1,36.3,65.7,0.35,13,3,0,0.37043665106187773
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 13:15:00+00:00,0.578,0.0,132.0,0.405,1,0,0,23.1,51.7,0.45,13,3,0,0.6059812731734432
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 13:30:00+00:00,0.195,0.0,153.0,0.136,1,0,0,7.8,66.1,0.15,13,3,0,0.588777473443496
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 13:45:00+00:00,0.578,153.0,0.0,0.705,1,0,0,23.1,58.0,0.45,13,3,0,0.7891073593959791
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 14:00:00+00:00,0.908,132.0,0.0,0.936,1,1,1,36.3,65.7,0.35,14,3,0,0.621721301203601
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 14:15:00+00:00,0.895,0.0,5.0,0.626,1,1,0,35.8,47.2,0.35,14,3,0,0.517870049202628
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 14:30:00+00:00,1.0,42.0,0.0,0.952,1,1,1,40.0,43.5,0.35,14,3,0,0.1592578300790023
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 14:45:00+00:00,1.0,0.0,0.0,0.7,1,1,0,40.0,69.1,0.35,14,3,0,0.08211053453970375
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 15:00:00+00:00,0.735,0.0,106.0,0.514,1,0,0,29.4,66.5,0.75,15,3,0,0.42148590999635377
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 15:15:00+00:00,0.908,69.0,0.0,0.936,1,1,1,36.3,57.8,0.35,15,3,0,0.5544673285363896
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 15:30:00+00:00,1.0,37.0,0.0,0.922,1,1,1,40.0,58.5,0.35,15,3,0,0.5236739919459781
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 15:45:00+00:00,0.71,0.0,116.0,0.497,1,0,0,28.4,63.9,0.75,15,3,0,0.4915258687336304
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 16:00:00+00:00,0.878,67.0,0.0,0.915,1,1,1,35.1,51.1,0.35,16,3,0,0.47399881774852487
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 16:15:00+00:00,1.0,49.0,0.0,0.994,1,1,1,40.0,53.9,0.35,16,3,0,0.45232401619282303
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 16:30:00+00:00,0.66,0.0,136.0,0.462,1,0,0,26.4,51.5,0.75,16,3,0,0.3668703542676961
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 16:45:00+00:00,0.838,71.0,0.0,0.887,1,1,1,33.5,72.3,0.75,16,3,0,0.4271462455116738
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 17:00:00+00:00,1.0,65.0,0.0,1.0,1,1,1,40.0,59.6,0.35,17,3,0,0.44823421140929653
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 17:15:00+00:00,1.0,0.0,0.0,0.7,1,1,0,40.0,58.7,0.35,17,3,0,0.15861282540996052
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 17:30:00+00:00,0.895,0.0,42.0,0.626,1,1,0,35.8,53.0,0.35,17,3,0,0.13209146524607746
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-25 17:45:00+00:00,0.895,0.0,0.0,0.626,1,1,0,35.8,51.5,0.35,17,3,0,0.15284523470133157
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 11:00:00+00:00,0.195,38.0,0.0,0.364,1,0,0,7.8,65.8,0.15,11,4,0,0.3460768729976345
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 11:15:00+00:00,1.0,322.0,0.0,1.0,1,1,1,40.0,46.4,0.35,11,4,0,0.14348876326760218
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 11:30:00+00:00,0.578,0.0,169.0,0.405,1,0,0,23.1,51.9,0.45,11,4,0,0.34631316508405185
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 11:45:00+00:00,0.952,150.0,0.0,0.966,1,1,1,38.1,52.1,0.35,11,4,0,0.20010942253402492
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 12:00:00+00:00,0.452,0.0,200.0,0.316,1,0,0,18.1,48.3,0.45,12,4,0,0.4765446550835034
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 12:15:00+00:00,0.735,113.0,0.0,0.814,1,0,0,29.4,58.3,0.75,12,4,0,0.5530828767228861
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 12:30:00+00:00,0.878,57.0,0.0,0.915,1,1,1,35.1,52.2,0.35,12,4,0,0.5746293091620994
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 12:45:00+00:00,0.638,0.0,96.0,0.447,1,0,0,25.5,50.9,0.75,12,4,0,0.6408179851589115
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 13:00:00+00:00,0.578,0.0,24.0,0.405,1,0,0,23.1,53.9,0.45,13,4,0,0.6231461894689835
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 13:15:00+00:00,0.878,120.0,0.0,0.915,1,1,1,35.1,51.8,0.35,13,4,0,0.6610775499385015
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 13:30:00+00:00,0.578,0.0,120.0,0.405,1,0,0,23.1,55.6,0.45,13,4,0,0.6163609820027802
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 13:45:00+00:00,0.58,1.0,0.0,0.412,1,0,0,23.2,61.5,0.45,13,4,0,0.6191454503097624
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 14:00:00+00:00,0.908,131.0,0.0,0.936,1,1,1,36.3,67.5,0.35,14,4,0,0.6618916021937196
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 14:15:00+00:00,0.952,18.0,0.0,0.774,1,1,1,38.1,55.3,0.35,14,4,0,0.4993382651192412
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 14:30:00+00:00,0.952,0.0,0.0,0.666,1,1,0,38.1,57.6,0.35,14,4,0,0.27970494922400285
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 14:45:00+00:00,0.852,0.0,40.0,0.596,1,1,0,34.1,60.8,0.35,14,4,0,0.3498810305498535
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 15:00:00+00:00,1.0,59.0,0.0,1.0,1,1,1,40.0,60.0,0.35,15,4,0,0.38941253747712506
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 15:15:00+00:00,0.638,0.0,145.0,0.447,1,0,0,25.5,53.5,0.75,15,4,0,0.6306982738025345
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 15:30:00+00:00,0.895,103.0,0.0,0.926,1,1,1,35.8,51.5,0.35,15,4,0,0.44473708520003363
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 15:45:00+00:00,1.0,42.0,0.0,0.952,1,1,1,40.0,65.0,0.35,15,4,0,0.37031609383959746
EVT001_HZA02_zoneA,EVT001,zoneA,HZA02,SouthHall2,2025-12-26 16:00:00+00:00,0.952,0.0,19.0,0.666,1,1,0,38.1,54.0,0.35,16,4,0,0.09622440647206122
