eventId,exhibitorId,exhibitorName,boothId,boothCode,zoneId,hallId,hallName,boothSizeType,boothAreaSqm,status,assignedAt,packageTier,discountPct,amountPaidAed
EVT001,EXH0149,Stratus Digital GmbH,EVT001_BTH_0028,HZC04-B001,zoneC,HZC04,Hall 4,island,36,active,2025-12-24T11:00:00+00:00,Platinum,0.05,88920
EVT001,EXH0157,RedStone Systems S.A.,EVT001_BTH_0029,HZC04-B002,zoneC,HZC04,Hall 4,corner,18,active,2025-12-24T11:00:00+00:00,Premium,0,37800
EVT001,EXH0039,SilverLine Automation Inc,EVT001_BTH_0030,HZC04-B003,zoneC,HZC04,Hall 4,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0,16800
EVT001,EXH0185,Kairo Security FZ-LLC,EVT001_BTH_0031,HZC05-B001,zoneC,HZC05,Hall 5,standard,18,active,2025-12-24T11:00:00+00:00,Premium,0,37800
EVT001,EXH0239,IronGate Platforms Inc,EVT001_BTH_0032,HZC05-B002,zoneC,HZC05,Hall 5,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0,16800
EVT001,EXH0016,Nimbus Intelligence Inc,EVT001_BTH_0033,HZC05-B003,zoneC,HZC05,Hall 5,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0005,CloudNine Networks FZ-LLC,EVT001_BTH_0034,HZC06-B001,zoneC,HZC06,Hall 6,corner,24,active,2025-12-24T11:00:00+00:00,Premium,0,50400
EVT001,EXH0116,IronGate Networks Inc,EVT001_BTH_0035,HZC06-B002,zoneC,HZC06,Hall 6,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.1,27540
EVT001,EXH0162,Terra Solutions GmbH,EVT001_BTH_0036,HZC06-B003,zoneC,HZC06,Hall 6,standard,12,active,2025-12-24T11:00:00+00:00,Standard,0.05,19380
EVT001,EXH0066,Terra Systems FZ-LLC,EVT001_BTH_0037,HZC06-B004,zoneC,HZC06,Hall 6,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0152,Sentra Intelligence LLC,EVT001_BTH_0038,HZB05-B001,zoneB,HZB05,Hall 7,corner,24,active,2025-12-24T11:00:00+00:00,Premium,0,50400
EVT001,EXH0225,Zenith Services PLC,EVT001_BTH_0039,HZB05-B002,zoneB,HZB05,Hall 7,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0,30600
EVT001,EXH0052,Lumina Networks Ltd,EVT001_BTH_0040,HZB05-B003,zoneB,HZB05,Hall 7,standard,12,active,2025-12-24T11:00:00+00:00,Standard,0,20400
EVT001,EXH0169,Vanguard Automation LLC,EVT001_BTH_0041,HZB05-B004,zoneB,HZB05,Hall 7,standard,24,active,2025-12-24T11:00:00+00:00,Premium,0.05,47880
EVT001,EXH0128,Aurora Digital PLC,EVT001_BTH_0042,HZB05-B005,zoneB,HZB05,Hall 7,corner,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0186,Vanguard Networks Ltd,EVT001_BTH_0043,HZB05-B006,zoneB,HZB05,Hall 7,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0,16800
EVT001,EXH0091,Skyline Dynamics PLC,EVT001_BTH_0044,HZB05-B007,zoneB,HZB05,Hall 7,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0,30600
EVT001,EXH0087,Helio Intelligence Inc,EVT001_BTH_0045,HZB05-B008,zoneB,HZB05,Hall 7,corner,36,active,2025-12-24T11:00:00+00:00,Platinum,0,93600
EVT001,EXH0165,IronGate Cloud GmbH,EVT001_BTH_0046,HZB06-B001,zoneB,HZB06,Hall 8,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0079,Apex Systems LLC,EVT001_BTH_0047,HZB06-B002,zoneB,HZB06,Hall 8,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0210,Saffron Technologies GmbH,EVT001_BTH_0048,HZB06-B003,zoneB,HZB06,Hall 8,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0153,Aurora Intelligence Ltd,EVT001_BTH_0049,HZB07-B001,zoneB,HZB07,Hall 9,standard,24,active,2025-12-24T11:00:00+00:00,Premium,0,50400
EVT001,EXH0158,Cobalt Labs FZ-LLC,EVT001_BTH_0050,HZB07-B002,zoneB,HZB07,Hall 9,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0033,Polaris Consulting GmbH,EVT001_BTH_0051,HZB07-B003,zoneB,HZB07,Hall 9,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.15,26010
EVT001,EXH0203,Vanguard Consulting Ltd,EVT001_BTH_0052,HZB07-B004,zoneB,HZB07,Hall 9,island,36,active,2025-12-24T11:00:00+00:00,Platinum,0.05,88920
EVT001,EXH0124,Quant Automation Ltd,EVT001_BTH_0053,HZB07-B005,zoneB,HZB07,Hall 9,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.15,14280
EVT001,EXH0090,Keystone Consulting GmbH,EVT001_BTH_0054,HZD01-B001,zoneD,HZD01,North Hall 1,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.05,29070
EVT001,EXH0073,BluePeak Networks S.A.,EVT001_BTH_0055,HZD02-B001,zoneD,HZD02,North Hall 2,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.1,27540
EVT001,EXH0080,BluePeak Technologies Inc,EVT001_BTH_0056,HZD02-B002,zoneD,HZD02,North Hall 2,standard,18,active,2025-12-24T11:00:00+00:00,Premium,0.15,32130
EVT001,EXH0096,RedStone Consulting FZ-LLC,EVT001_BTH_0057,HZD02-B003,zoneD,HZD02,North Hall 2,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0.15,10710
EVT001,EXH0198,Saffron Networks GmbH,EVT001_BTH_0058,HZD03-B001,zoneD,HZD03,North Hall 3,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0.1,11340
EVT001,EXH0217,Sentra Intelligence LLC (EXH0217),EVT001_BTH_0059,HZD03-B002,zoneD,HZD03,North Hall 3,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0034,BluePeak Analytics GmbH,EVT001_BTH_0060,HZD03-B003,zoneD,HZD03,North Hall 3,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.05,29070
EVT001,EXH0137,CloudNine Automation FZ-LLC,EVT001_BTH_0061,HZD04-B001,zoneD,HZD04,North Hall 4,standard,18,active,2025-12-24T11:00:00+00:00,Premium,0,37800
EVT001,EXH0024,Pulse Security Ltd,EVT001_BTH_0062,HZD05-B001,zoneD,HZD05,North Hall 5,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0104,Nexa Solutions GmbH,EVT001_BTH_0063,HZD05-B002,zoneD,HZD05,North Hall 5,corner,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0133,Orion Technologies GmbH,EVT001_BTH_0064,HZD05-B003,zoneD,HZD05,North Hall 5,standard,24,active,2025-12-24T11:00:00+00:00,Premium,0.05,47880
EVT001,EXH0018,Kairo Intelligence S.A.,EVT001_BTH_0065,HZD05-B004,zoneD,HZD05,North Hall 5,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.05,15960
EVT001,EXH0148,Pulse Intelligence Ltd,EVT001_BTH_0066,HZD06-B001,zoneD,HZD06,North Hall 6,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0001,Helio Automation Ltd,EVT001_BTH_0067,HZD06-B002,zoneD,HZD06,North Hall 6,standard,12,active,2025-12-24T11:00:00+00:00,Standard,0,20400
EVT001,EXH0019,BluePeak Digital Ltd,EVT001_BTH_0068,HZD06-B003,zoneD,HZD06,North Hall 6,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.1,15120
EVT001,EXH0236,Quant Labs Ltd,EVT001_BTH_0069,HZD06-B004,zoneD,HZD06,North Hall 6,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0,16800
EVT001,EXH0187,Cobalt Cloud FZ-LLC,EVT001_BTH_0070,HZA01-B001,zoneA,HZA01,South Hall 1,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0,30600
EVT001,EXH0040,Vertex Digital PLC,EVT001_BTH_0071,HZA01-B002,zoneA,HZA01,South Hall 1,corner,12,active,2025-12-24T11:00:00+00:00,Starter,0,16800
EVT001,EXH0013,Stratus Services S.A.,EVT001_BTH_0072,HZA01-B003,zoneA,HZA01,South Hall 1,corner,12,active,2025-12-24T11:00:00+00:00,Standard,0,20400
EVT001,EXH0223,Sentra Systems Ltd,EVT001_BTH_0073,HZA01-B004,zoneA,HZA01,South Hall 1,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0,30600
EVT001,EXH0027,IronGate Intelligence FZ-LLC,EVT001_BTH_0074,HZA01-B005,zoneA,HZA01,South Hall 1,corner,12,active,2025-12-24T11:00:00+00:00,Standard,0.15,17340
EVT001,EXH0222,Aurora Services PLC,EVT001_BTH_0075,HZA01-B006,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.05,15960
EVT001,EXH0138,Sentra Engineering Ltd,EVT001_BTH_0076,HZA01-B007,zoneA,HZA01,South Hall 1,standard,24,active,2025-12-24T11:00:00+00:00,Premium,0.1,45360
EVT001,EXH0102,Helio Consulting GmbH,EVT001_BTH_0077,HZA01-B008,zoneA,HZA01,South Hall 1,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0,16800
EVT001,EXH0164,Apex Labs Inc,EVT001_BTH_0078,HZA02-B001,zoneA,HZA02,South Hall 2,standard,24,active,2025-12-24T11:00:00+00:00,Premium,0,50400
EVT001,EXH0068,Polaris Labs Inc,EVT001_BTH_0079,HZA02-B002,zoneA,HZA02,South Hall 2,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.15,14280
EVT001,EXH0088,Lumina Technologies Ltd,EVT001_BTH_0080,HZA02-B003,zoneA,HZA02,South Hall 2,standard,24,active,2025-12-24T11:00:00+00:00,Premium,0.05,47880
EVT001,EXH0208,CloudNine Systems LLC,EVT001_BTH_0081,HZA02-B004,zoneA,HZA02,South Hall 2,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0037,BluePeak Consulting Inc,EVT001_BTH_0082,HZA02-B005,zoneA,HZA02,South Hall 2,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0.05,11970
EVT001,EXH0123,Stratus Systems Inc (EXH0123),EVT001_BTH_0083,HZA02-B006,zoneA,HZA02,South Hall 2,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.05,29070
EVT001,EXH0170,Atlas Dynamics S.A.,EVT001_BTH_0084,HZA03-B001,zoneA,HZA03,South Hall 3,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0.1,11340
EVT001,EXH0008,Nexa Digital Inc,EVT001_BTH_0085,HZA03-B002,zoneA,HZA03,South Hall 3,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.05,15960
EVT001,EXH0242,Vertex Digital Inc,EVT001_BTH_0086,HZA03-B003,zoneA,HZA03,South Hall 3,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.05,29070
EVT001,EXH0180,Lumina Intelligence Ltd,EVT001_BTH_0087,HZA03-B004,zoneA,HZA03,South Hall 3,corner,24,active,2025-12-24T11:00:00+00:00,Premium,0,50400
EVT001,EXH0120,Nova Engineering S.A.,EVT001_BTH_0088,HZA03-B005,zoneA,HZA03,South Hall 3,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.05,15960
EVT001,EXH0065,Kairo Dynamics LLC,EVT001_BTH_0089,HZA04-B001,zoneA,HZA04,South Hall 4,standard,18,active,2025-12-24T11:00:00+00:00,Premium,0,37800
EVT001,EXH0190,Keystone Technologies GmbH,EVT001_BTH_0090,HZA04-B002,zoneA,HZA04,South Hall 4,standard,18,active,2025-12-24T11:00:00+00:00,Premium,0,37800
EVT001,EXH0055,Fusion Technologies LLC,EVT001_BTH_0091,HZA04-B003,zoneA,HZA04,South Hall 4,corner,18,active,2025-12-24T11:00:00+00:00,Premium,0.1,34020
EVT001,EXH0142,SilverLine Networks LLC,EVT001_BTH_0092,HZA04-B004,zoneA,HZA04,South Hall 4,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0,30600
EVT001,EXH0015,Quant Dynamics PLC,EVT001_BTH_0093,HZA05-B001,zoneA,HZA05,South Hall 5,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.05,29070
EVT001,EXH0248,Skyline Consulting S.A.,EVT001_BTH_0094,HZA05-B002,zoneA,HZA05,South Hall 5,standard,18,active,2025-12-24T11:00:00+00:00,Standard,0.15,26010
EVT001,EXH0084,Apex Services S.A.,EVT001_BTH_0095,HZA05-B003,zoneA,HZA05,South Hall 5,corner,18,active,2025-12-24T11:00:00+00:00,Standard,0.05,29070
EVT001,EXH0107,Pulse Technologies PLC,EVT001_BTH_0096,HZA05-B004,zoneA,HZA05,South Hall 5,standard,18,active,2025-12-24T11:00:00+00:00,Premium,0.05,35910
EVT001,EXH0026,Zenith Security FZ-LLC,EVT001_BTH_0097,HZA05-B005,zoneA,HZA05,South Hall 5,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0.05,11970
EVT001,EXH0235,Cobalt Analytics S.A.,EVT001_BTH_0098,HZA05-B006,zoneA,HZA05,South Hall 5,standard,9,active,2025-12-24T11:00:00+00:00,Starter,0,12600
EVT001,EXH0114,Nimbus Intelligence LLC,EVT001_BTH_0099,HZA05-B007,zoneA,HZA05,South Hall 5,standard,12,active,2025-12-24T11:00:00+00:00,Starter,0.1,15120
EVT001,EXH0045,Keystone Engineering S.A.,EVT001_BTH_0100,HZA06-B001,zoneA,HZA06,South Hall 6,island,36,active,2025-12-24T11:00:00+00:00,Platinum,0.05,88920
EVT002,EXH0186,Vanguard Networks Ltd,EVT002_BTH_0001,HZB01-B001,zoneB,HZB01,East Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.1,15120
EVT002,EXH0073,BluePeak Networks S.A.,EVT002_BTH_0002,HZB01-B002,zoneB,HZB01,East Hall 1,corner,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0056,Nimbus Security PLC,EVT002_BTH_0003,HZB01-B003,zoneB,HZB01,East Hall 1,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.05,15960
EVT002,EXH0072,Keystone Intelligence PLC,EVT002_BTH_0004,HZB02-B001,zoneB,HZB02,East Hall 2,corner,36,active,2025-12-13T08:00:00+00:00,Platinum,0.1,84240
EVT002,EXH0242,Vertex Digital Inc,EVT002_BTH_0005,HZB02-B002,zoneB,HZB02,East Hall 2,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.15,14280
EVT002,EXH0077,Pulse Services Inc,EVT002_BTH_0006,HZB02-B003,zoneB,HZB02,East Hall 2,corner,24,active,2025-12-13T08:00:00+00:00,Premium,0,50400
EVT002,EXH0234,Nimbus Technologies S.A.,EVT002_BTH_0007,HZB02-B004,zoneB,HZB02,East Hall 2,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0.1,27540
EVT002,EXH0218,Sentra Automation LLC,EVT002_BTH_0008,HZB02-B005,zoneB,HZB02,East Hall 2,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0,20400
EVT002,EXH0155,Quant Solutions LLC,EVT002_BTH_0009,HZB03-B001,zoneB,HZB03,East Hall 3,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0,20400
EVT002,EXH0116,IronGate Networks Inc,EVT002_BTH_0010,HZB03-B002,zoneB,HZB03,East Hall 3,corner,24,active,2025-12-13T08:00:00+00:00,Premium,0,50400
EVT002,EXH0177,Saffron Solutions Inc,EVT002_BTH_0011,HZB03-B003,zoneB,HZB03,East Hall 3,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0071,Terra Technologies Ltd,EVT002_BTH_0012,HZB03-B004,zoneB,HZB03,East Hall 3,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0028,Keystone Systems S.A.,EVT002_BTH_0013,HZB03-B005,zoneB,HZB03,East Hall 3,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.15,17340
EVT002,EXH0038,Atlas Intelligence FZ-LLC,EVT002_BTH_0014,HZB03-B006,zoneB,HZB03,East Hall 3,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.05,15960
EVT002,EXH0215,Lumina Intelligence PLC,EVT002_BTH_0015,HZB03-B007,zoneB,HZB03,East Hall 3,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0.1,15120
EVT002,EXH0059,SilverLine Dynamics LLC,EVT002_BTH_0016,HZB03-B008,zoneB,HZB03,East Hall 3,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0112,Nimbus Platforms Inc,EVT002_BTH_0017,HZB04-B001,zoneB,HZB04,East Hall 4,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0049,Quant Digital S.A.,EVT002_BTH_0018,HZB04-B002,zoneB,HZB04,East Hall 4,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0207,RedStone Labs LLC,EVT002_BTH_0019,HZC01-B001,zoneC,HZC01,Hall 1,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0091,Skyline Dynamics PLC,EVT002_BTH_0020,HZC01-B002,zoneC,HZC01,Hall 1,corner,18,active,2025-12-13T08:00:00+00:00,Premium,0,37800
EVT002,EXH0076,IronGate Technologies Ltd,EVT002_BTH_0021,HZB08-B001,zoneB,HZB08,Hall 10,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0015,Quant Dynamics PLC,EVT002_BTH_0022,HZB08-B002,zoneB,HZB08,Hall 10,island,36,active,2025-12-13T08:00:00+00:00,Platinum,0.05,88920
EVT002,EXH0138,Sentra Engineering Ltd,EVT002_BTH_0023,HZB08-B003,zoneB,HZB08,Hall 10,corner,36,active,2025-12-13T08:00:00+00:00,Platinum,0,93600
EVT002,EXH0187,Cobalt Cloud FZ-LLC,EVT002_BTH_0024,HZC02-B001,zoneC,HZC02,Hall 2,corner,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0021,Vertex Intelligence GmbH,EVT002_BTH_0025,HZC02-B002,zoneC,HZC02,Hall 2,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0,30600
EVT002,EXH0119,Polaris Services GmbH,EVT002_BTH_0026,HZC02-B003,zoneC,HZC02,Hall 2,corner,12,active,2025-12-13T08:00:00+00:00,Standard,0,20400
EVT002,EXH0045,Keystone Engineering S.A.,EVT002_BTH_0027,HZC03-B001,zoneC,HZC03,Hall 3,island,12,active,2025-12-13T08:00:00+00:00,Standard,0.05,19380
EVT002,EXH0157,RedStone Systems S.A.,EVT002_BTH_0028,HZC03-B002,zoneC,HZC03,Hall 3,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0145,Nexa Security LLC,EVT002_BTH_0029,HZC03-B003,zoneC,HZC03,Hall 3,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0154,Polaris Solutions Inc,EVT002_BTH_0030,HZC03-B004,zoneC,HZC03,Hall 3,corner,9,active,2025-12-13T08:00:00+00:00,Starter,0.1,11340
EVT002,EXH0003,Pulse Security LLC,EVT002_BTH_0031,HZC04-B001,zoneC,HZC04,Hall 4,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0,30600
EVT002,EXH0018,Kairo Intelligence S.A.,EVT002_BTH_0032,HZC04-B002,zoneC,HZC04,Hall 4,standard,36,active,2025-12-13T08:00:00+00:00,Platinum,0.05,88920
EVT002,EXH0209,Keystone Networks GmbH,EVT002_BTH_0033,HZC04-B003,zoneC,HZC04,Hall 4,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0,30600
EVT002,EXH0096,RedStone Consulting FZ-LLC,EVT002_BTH_0034,HZC05-B001,zoneC,HZC05,Hall 5,standard,18,active,2025-12-13T08:00:00+00:00,Standard,0,30600
EVT002,EXH0068,Polaris Labs Inc,EVT002_BTH_0035,HZC05-B002,zoneC,HZC05,Hall 5,island,36,active,2025-12-13T08:00:00+00:00,Platinum,0.1,84240
EVT002,EXH0194,Nimbus Intelligence LLC (EXH0194),EVT002_BTH_0036,HZC05-B003,zoneC,HZC05,Hall 5,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.1,18360
EVT002,EXH0004,Lumina Networks PLC,EVT002_BTH_0037,HZC06-B001,zoneC,HZC06,Hall 6,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0086,Nexa Labs Inc,EVT002_BTH_0038,HZC06-B002,zoneC,HZC06,Hall 6,standard,18,active,2025-12-13T08:00:00+00:00,Premium,0.1,34020
EVT002,EXH0063,Fusion Automation S.A.,EVT002_BTH_0039,HZB05-B001,zoneB,HZB05,Hall 7,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0041,Aurora Networks S.A.,EVT002_BTH_0040,HZB05-B002,zoneB,HZB05,Hall 7,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0,12600
EVT002,EXH0014,Quant Technologies GmbH,EVT002_BTH_0041,HZB06-B001,zoneB,HZB06,Hall 8,corner,12,active,2025-12-13T08:00:00+00:00,Standard,0,20400
EVT002,EXH0185,Kairo Security FZ-LLC,EVT002_BTH_0042,HZB06-B002,zoneB,HZB06,Hall 8,island,36,active,2025-12-13T08:00:00+00:00,Platinum,0,93600
EVT002,EXH0005,CloudNine Networks FZ-LLC,EVT002_BTH_0043,HZB06-B003,zoneB,HZB06,Hall 8,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
EVT002,EXH0193,Saffron Security LLC,EVT002_BTH_0044,HZB07-B001,zoneB,HZB07,Hall 9,standard,12,active,2025-12-13T08:00:00+00:00,Standard,0.05,19380
EVT002,EXH0247,BluePeak Digital Ltd (EXH0247),EVT002_BTH_0045,HZB07-B002,zoneB,HZB07,Hall 9,standard,9,active,2025-12-13T08:00:00+00:00,Starter,0.05,11970
EVT002,EXH0106,CloudNine Consulting GmbH,EVT002_BTH_0046,HZB07-B003,zoneB,HZB07,Hall 9,standard,12,active,2025-12-13T08:00:00+00:00,Starter,0,16800
